,resultId,driverId,grid,positionOrder,points,fastestLap,fastestLapTime,fastestLapSpeed,statusId,surname,status,year,grandPrix,constructor,nationality
1189,1029,13,1,1,10.0,38.0,01:28.1,218.067,1,Massa,Finished,2006,Turkish Grand Prix,Ferrari,Italian
1190,1031,30,2,3,6.0,55.0,01:28.0,218.36,1,Schumacher,Finished,2006,Turkish Grand Prix,Ferrari,Italian
1191,1117,13,1,1,10.0,23.0,01:12.9,212.857,1,Massa,Finished,2006,Brazilian Grand Prix,Ferrari,Italian
1192,1120,30,10,4,5.0,70.0,01:12.2,214.966,1,Schumacher,Finished,2006,Brazilian Grand Prix,Ferrari,Italian
1193,1140,22,11,2,8.0,54.0,01:26.2,221.386,1,Barrichello,Finished,2005,Australian Grand Prix,Ferrari,Italian
1194,1317,30,3,3,6.0,22.0,01:17.7,204.333,1,Schumacher,Finished,2005,French Grand Prix,Ferrari,Italian
1195,1341,22,5,7,2.0,41.0,01:22.3,224.874,1,Barrichello,Finished,2005,British Grand Prix,Ferrari,Italian
1196,1340,30,9,6,3.0,23.0,01:21.7,226.6,1,Schumacher,Finished,2005,British Grand Prix,Ferrari,Italian
1197,1359,30,5,5,4.0,18.0,01:16.1,216.381,1,Schumacher,Finished,2005,German Grand Prix,Ferrari,Italian
1198,1424,30,6,10,0.0,5.0,01:23.6,249.507,1,Schumacher,Finished,2005,Italian Grand Prix,Ferrari,Italian
1199,1439,22,12,5,4.0,44.0,01:52.6,223.053,1,Barrichello,Finished,2005,Belgian Grand Prix,Ferrari,Italian
1200,1460,22,9,6,3.0,49.0,01:13.2,211.941,1,Barrichello,Finished,2005,Brazilian Grand Prix,Ferrari,Italian
1201,1458,30,7,4,5.0,25.0,01:12.8,213.082,1,Schumacher,Finished,2005,Brazilian Grand Prix,Ferrari,Italian
1202,1485,22,9,11,0.0,52.0,01:33.1,224.466,1,Barrichello,Finished,2005,Japanese Grand Prix,Ferrari,Italian
1203,1481,30,14,7,2.0,25.0,01:32.8,225.361,1,Schumacher,Finished,2005,Japanese Grand Prix,Ferrari,Italian
1204,1506,22,8,12,0.0,18.0,01:35.0,206.54,1,Barrichello,Finished,2005,Chinese Grand Prix,Ferrari,Italian
1205,1516,22,2,2,8.0,8.0,01:24.2,226.788,1,Barrichello,Finished,2004,Australian Grand Prix,Ferrari,Italian
1206,1515,30,1,1,10.0,29.0,01:24.1,226.933,1,Schumacher,Finished,2004,Australian Grand Prix,Ferrari,Italian
1207,1538,22,3,4,5.0,7.0,01:35.4,209.279,1,Barrichello,Finished,2004,Malaysian Grand Prix,Ferrari,Italian
1208,1535,30,1,1,10.0,6.0,01:34.8,210.451,1,Schumacher,Finished,2004,Malaysian Grand Prix,Ferrari,Italian
1209,1556,22,2,2,8.0,29.0,01:30.9,214.591,1,Barrichello,Finished,2004,Bahrain Grand Prix,Ferrari,Italian
1210,1555,30,1,1,10.0,7.0,01:30.3,216.074,1,Schumacher,Finished,2004,Bahrain Grand Prix,Ferrari,Italian
1211,1580,22,4,6,3.0,31.0,01:21.9,216.906,1,Barrichello,Finished,2004,San Marino Grand Prix,Ferrari,Italian
1212,1575,30,2,1,10.0,10.0,01:20.4,220.85,1,Schumacher,Finished,2004,San Marino Grand Prix,Ferrari,Italian
1213,1596,22,5,2,8.0,16.0,01:17.9,213.863,1,Barrichello,Finished,2004,Spanish Grand Prix,Ferrari,Italian
1214,1595,30,1,1,10.0,12.0,01:17.5,215.07,1,Schumacher,Finished,2004,Spanish Grand Prix,Ferrari,Italian
1215,1636,22,7,2,8.0,14.0,01:30.1,205.689,1,Barrichello,Finished,2004,European Grand Prix,Ferrari,Italian
1216,1635,30,1,1,10.0,7.0,01:29.5,207.144,1,Schumacher,Finished,2004,European Grand Prix,Ferrari,Italian
1217,1697,22,10,3,6.0,50.0,01:16.0,208.845,1,Barrichello,Finished,2004,French Grand Prix,Ferrari,Italian
1218,1695,30,2,1,10.0,32.0,01:15.4,210.669,1,Schumacher,Finished,2004,French Grand Prix,Ferrari,Italian
1219,1717,22,2,3,6.0,8.0,01:19.3,233.398,1,Barrichello,Finished,2004,British Grand Prix,Ferrari,Italian
1220,1715,30,4,1,10.0,14.0,01:18.7,235.049,1,Schumacher,Finished,2004,British Grand Prix,Ferrari,Italian
1221,1746,22,7,12,0.0,59.0,01:15.0,219.66,1,Barrichello,Finished,2004,German Grand Prix,Ferrari,Italian
1222,1735,30,1,1,10.0,5.0,01:13.8,223.173,1,Schumacher,Finished,2004,German Grand Prix,Ferrari,Italian
1223,1756,22,2,2,8.0,29.0,01:19.2,199.103,1,Barrichello,Finished,2004,Hungarian Grand Prix,Ferrari,Italian
1224,1755,30,1,1,10.0,29.0,01:19.1,199.461,1,Schumacher,Finished,2004,Hungarian Grand Prix,Ferrari,Italian
1225,1815,22,1,1,10.0,28.0,01:32.5,212.25,1,Barrichello,Finished,2004,Chinese Grand Prix,Ferrari,Italian
1226,1835,30,1,1,10.0,41.0,01:32.8,225.281,1,Schumacher,Finished,2004,Japanese Grand Prix,Ferrari,Italian
1227,1857,22,1,3,6.0,22.0,01:11.7,216.435,1,Barrichello,Finished,2004,Brazilian Grand Prix,Ferrari,Italian
1228,1861,30,18,7,2.0,49.0,01:11.8,216.161,1,Schumacher,Finished,2004,Brazilian Grand Prix,Ferrari,Italian
1229,20420,4,4,2,18.0,57.0,01:24.8,197.51,1,Alonso,Finished,2010,Spanish Grand Prix,Ferrari,Italian
1230,20424,13,9,6,8.0,64.0,01:25.5,196.006,1,Massa,Finished,2010,Spanish Grand Prix,Ferrari,Italian
1231,20588,4,3,2,18.0,67.0,01:23.2,189.573,1,Alonso,Finished,2010,Hungarian Grand Prix,Ferrari,Italian
1232,20590,13,4,4,12.0,69.0,01:23.3,189.269,1,Massa,Finished,2010,Hungarian Grand Prix,Ferrari,Italian
1233,21211,4,5,4,12.0,65.0,01:16.2,203.625,1,Alonso,Finished,2011,Brazilian Grand Prix,Ferrari,Italian
1234,21212,13,7,5,10.0,64.0,01:17.3,200.753,1,Massa,Finished,2011,Brazilian Grand Prix,Ferrari,Italian
1235,21641,4,6,2,18.0,53.0,01:44.1,192.087,1,Alonso,Finished,2012,Abu Dhabi Grand Prix,Ferrari,Italian
1236,21646,13,8,7,6.0,53.0,01:45.7,189.161,1,Massa,Finished,2012,Abu Dhabi Grand Prix,Ferrari,Italian
1237,21689,4,7,2,18.0,36.0,01:18.6,197.301,1,Alonso,Finished,2012,Brazilian Grand Prix,Ferrari,Italian
1238,21690,13,5,3,15.0,37.0,01:18.9,196.66,1,Massa,Finished,2012,Brazilian Grand Prix,Ferrari,Italian
1239,1277,22,20,3,6.0,46.0,01:15.5,207.996,1,Barrichello,Finished,2005,Canadian Grand Prix,Ferrari,Italian
1240,1276,30,2,2,8.0,32.0,01:14.9,209.697,1,Schumacher,Finished,2005,Canadian Grand Prix,Ferrari,Italian
1241,1777,22,6,3,6.0,43.0,01:45.7,237.669,1,Barrichello,Finished,2004,Belgian Grand Prix,Ferrari,Italian
1242,1776,30,2,2,8.0,28.0,01:45.5,238.036,1,Schumacher,Finished,2004,Belgian Grand Prix,Ferrari,Italian
1243,23006,8,5,2,18.0,38.0,01:28.5,189.274,1,RÌ_ikkÌ¦nen,Finished,2016,Spanish Grand Prix,Ferrari,Italian
1244,23007,20,6,3,15.0,39.0,01:28.0,190.488,1,Vettel,Finished,2016,Spanish Grand Prix,Ferrari,Italian
1245,23724,8,5,3,15.0,59.0,01:20.1,193.549,1,RÌ_ikkÌ¦nen,Finished,2017,Mexican Grand Prix,Ferrari,Italian
1246,23725,20,1,4,12.0,68.0,01:18.8,196.666,1,Vettel,Finished,2017,Mexican Grand Prix,Ferrari,Italian
1247,1617,22,6,3,6.0,16.0,01:15.8,158.705,1,Barrichello,Finished,2004,Monaco Grand Prix,Ferrari,Italian
1248,1676,22,1,2,8.0,7.0,01:10.4,214.366,1,Barrichello,Finished,2004,United States Grand Prix,Ferrari,Italian
1249,1675,30,2,1,10.0,8.0,01:10.4,214.327,1,Schumacher,Finished,2004,United States Grand Prix,Ferrari,Italian
1250,1795,22,1,1,10.0,41.0,01:21.0,257.32,1,Barrichello,Finished,2004,Italian Grand Prix,Ferrari,Italian
1251,1796,30,3,2,8.0,35.0,01:21.4,256.324,1,Schumacher,Finished,2004,Italian Grand Prix,Ferrari,Italian
1252,1656,22,7,2,8.0,68.0,01:13.6,213.246,1,Barrichello,Finished,2004,Canadian Grand Prix,Ferrari,Italian
1253,1655,30,6,1,10.0,18.0,01:13.6,213.222,1,Schumacher,Finished,2004,Canadian Grand Prix,Ferrari,Italian
1254,1296,22,7,2,8.0,48.0,01:11.6,210.626,1,Barrichello,Finished,2005,United States Grand Prix,Ferrari,Italian
1255,1295,30,5,1,10.0,48.0,01:11.5,211.074,1,Schumacher,Finished,2005,United States Grand Prix,Ferrari,Italian
1256,26,15,3,4,5.0,53.0,01:36.1,207.715,1,Trulli,Finished,2008,Malaysian Grand Prix,Toyota,Japanese
1257,74,15,8,8,1.0,45.0,01:22.8,202.494,1,Trulli,Finished,2008,Spanish Grand Prix,Toyota,Japanese
1258,98,15,8,10,0.0,52.0,01:27.9,218.556,1,Trulli,Finished,2008,Turkish Grand Prix,Toyota,Japanese
1259,151,15,4,3,6.0,12.0,01:17.6,204.721,1,Trulli,Finished,2008,French Grand Prix,Toyota,Japanese
1260,159,10,8,11,0.0,45.0,01:17.8,204.013,1,Glock,Finished,2008,French Grand Prix,Toyota,Japanese
1261,197,15,4,9,0.0,17.0,01:17.0,213.785,1,Trulli,Finished,2008,German Grand Prix,Toyota,Japanese
1262,215,15,9,7,2.0,65.0,01:21.6,193.189,1,Trulli,Finished,2008,Hungarian Grand Prix,Toyota,Japanese
1263,210,10,5,2,8.0,42.0,01:21.7,193.111,1,Glock,Finished,2008,Hungarian Grand Prix,Toyota,Japanese
1264,233,15,7,5,4.0,37.0,01:39.7,195.755,1,Trulli,Finished,2008,European Grand Prix,Toyota,Japanese
1265,235,10,13,7,2.0,54.0,01:39.5,195.995,1,Glock,Finished,2008,European Grand Prix,Toyota,Japanese
1266,257,10,13,9,0.0,37.0,01:50.3,228.691,1,Glock,Finished,2008,Belgian Grand Prix,Toyota,Japanese
1267,281,15,7,13,0.0,52.0,01:30.9,229.544,1,Trulli,Finished,2008,Italian Grand Prix,Toyota,Japanese
1268,279,10,9,11,0.0,53.0,01:29.9,231.853,1,Glock,Finished,2008,Italian Grand Prix,Toyota,Japanese
1269,292,10,7,4,5.0,50.0,01:47.0,170.408,1,Glock,Finished,2008,Singapore Grand Prix,Toyota,Japanese
1270,313,15,7,5,4.0,18.0,01:19.5,206.564,1,Trulli,Finished,2008,Japanese Grand Prix,Toyota,Japanese
1271,335,10,12,7,2.0,56.0,01:36.7,202.876,1,Glock,Finished,2008,Chinese Grand Prix,Toyota,Japanese
1272,356,15,2,8,1.0,40.0,01:14.2,209.155,1,Trulli,Finished,2008,Brazilian Grand Prix,Toyota,Japanese
1273,354,10,10,6,3.0,32.0,01:14.1,209.465,1,Glock,Finished,2008,Brazilian Grand Prix,Toyota,Japanese
1274,397,15,8,7,2.0,40.0,01:38.0,203.587,1,Trulli,Finished,2007,Malaysian Grand Prix,Toyota,Japanese
1275,419,15,9,7,2.0,40.0,01:35.2,204.756,1,Trulli,Finished,2007,Bahrain Grand Prix,Toyota,Japanese
1276,486,23,18,8,1.0,38.0,01:17.9,201.509,1,Schumacher,Finished,2007,Canadian Grand Prix,Toyota,Japanese
1277,506,15,8,6,3.0,30.0,01:14.0,203.891,1,Trulli,Finished,2007,United States Grand Prix,Toyota,Japanese
1278,594,23,5,6,3.0,69.0,01:21.0,194.804,1,Schumacher,Finished,2007,Hungarian Grand Prix,Toyota,Japanese
1279,643,15,9,11,0.0,49.0,01:24.6,246.446,1,Trulli,Finished,2007,Italian Grand Prix,Toyota,Japanese
1280,665,15,8,11,0.0,43.0,01:49.0,231.345,1,Trulli,Finished,2007,Belgian Grand Prix,Toyota,Japanese
1281,664,23,10,10,0.0,43.0,01:50.0,229.175,1,Schumacher,Finished,2007,Belgian Grand Prix,Toyota,Japanese
1282,7577,15,2,4,2.5,12.0,01:37.6,204.473,1,Trulli,Finished,2009,Malaysian Grand Prix,Toyota,Japanese
1283,7576,10,3,3,3.0,18.0,01:39.4,200.74,1,Glock,Finished,2009,Malaysian Grand Prix,Toyota,Japanese
1284,7600,10,19,7,2.0,42.0,01:52.7,174.117,1,Glock,Finished,2009,Chinese Grand Prix,Toyota,Japanese
1285,7616,15,1,3,6.0,10.0,01:34.6,206.049,1,Trulli,Finished,2009,Bahrain Grand Prix,Toyota,Japanese
1286,7620,10,2,7,2.0,6.0,01:34.6,206.01,1,Glock,Finished,2009,Bahrain Grand Prix,Toyota,Japanese
1287,7677,15,5,4,5.0,40.0,01:27.9,218.7,1,Trulli,Finished,2009,Turkish Grand Prix,Toyota,Japanese
1288,7681,10,13,8,1.0,56.0,01:27.9,218.663,1,Glock,Finished,2009,Turkish Grand Prix,Toyota,Japanese
1289,7741,15,11,8,1.0,65.0,01:23.3,189.423,1,Trulli,Finished,2009,Hungarian Grand Prix,Toyota,Japanese
1290,7739,10,13,6,3.0,63.0,01:22.5,191.157,1,Glock,Finished,2009,Hungarian Grand Prix,Toyota,Japanese
1291,7766,15,18,13,0.0,52.0,01:39.9,195.199,1,Trulli,Finished,2009,European Grand Prix,Toyota,Japanese
1292,7767,10,13,14,0.0,55.0,01:38.7,197.687,1,Glock,Finished,2009,European Grand Prix,Toyota,Japanese
1293,7825,15,14,12,0.0,54.0,01:48.8,167.831,1,Trulli,Finished,2009,Singapore Grand Prix,Toyota,Japanese
1294,7815,10,6,2,8.0,34.0,01:48.4,168.482,1,Glock,Finished,2009,Singapore Grand Prix,Toyota,Japanese
1295,7835,15,2,2,8.0,38.0,01:33.2,224.42,1,Trulli,Finished,2009,Japanese Grand Prix,Toyota,Japanese
1296,7863,155,11,10,0.0,71.0,01:14.7,207.729,1,Kobayashi,Finished,2009,Brazilian Grand Prix,Toyota,Japanese
1297,50,15,7,6,3.0,45.0,01:34.2,206.819,1,Trulli,Finished,2008,Bahrain Grand Prix,Toyota,Japanese
1298,53,10,13,9,0.0,56.0,01:34.8,205.503,1,Glock,Finished,2008,Bahrain Grand Prix,Toyota,Japanese
1299,134,15,14,6,3.0,38.0,01:18.9,199.056,1,Trulli,Finished,2008,Canadian Grand Prix,Toyota,Japanese
1300,132,10,11,4,5.0,31.0,01:19.1,198.51,1,Glock,Finished,2008,Canadian Grand Prix,Toyota,Japanese
1301,789,23,6,3,6.0,45.0,01:27.8,217.41,1,Schumacher,Finished,2006,Australian Grand Prix,Toyota,Japanese
1302,1057,15,11,7,2.0,25.0,01:23.9,248.659,1,Trulli,Finished,2006,Italian Grand Prix,Toyota,Japanese
1303,1100,15,4,6,3.0,2.0,01:33.9,222.713,1,Trulli,Finished,2006,Japanese Grand Prix,Toyota,Japanese
1304,1101,23,3,7,2.0,2.0,01:33.6,223.329,1,Schumacher,Finished,2006,Japanese Grand Prix,Toyota,Japanese
1305,1160,15,2,2,8.0,18.0,01:35.8,208.261,1,Trulli,Finished,2005,Malaysian Grand Prix,Toyota,Japanese
1306,1163,23,5,5,4.0,15.0,01:36.3,207.169,1,Schumacher,Finished,2005,Malaysian Grand Prix,Toyota,Japanese
1307,1203,15,5,5,4.0,44.0,01:24.0,211.358,1,Trulli,Finished,2005,San Marino Grand Prix,Toyota,Japanese
1308,1207,23,10,9,0.0,19.0,01:24.2,210.836,1,Schumacher,Finished,2005,San Marino Grand Prix,Toyota,Japanese
1309,1242,23,18,6,3.0,11.0,01:17.1,156.014,1,Schumacher,Finished,2005,Monaco Grand Prix,Toyota,Japanese
1310,1262,15,4,8,1.0,43.0,01:31.8,201.928,1,Trulli,Finished,2005,European Grand Prix,Toyota,Japanese
1311,1378,15,3,4,5.0,32.0,01:21.8,192.707,1,Trulli,Finished,2005,Hungarian Grand Prix,Toyota,Japanese
1312,1377,23,5,3,6.0,13.0,01:21.9,192.634,1,Schumacher,Finished,2005,Hungarian Grand Prix,Toyota,Japanese
1313,7556,15,20,3,6.0,50.0,01:28.9,214.706,1,Trulli,Finished,2009,Australian Grand Prix,Toyota,Japanese
1314,7557,10,19,4,5.0,53.0,01:28.4,215.92,1,Glock,Finished,2009,Australian Grand Prix,Toyota,Japanese
1315,7730,15,14,17,0.0,52.0,01:33.7,197.885,1,Trulli,Finished,2009,German Grand Prix,Toyota,Japanese
1316,7722,10,20,9,0.0,40.0,01:35.4,194.327,1,Glock,Finished,2009,German Grand Prix,Toyota,Japanese
1317,7783,10,7,10,0.0,40.0,01:47.7,234.038,1,Glock,Finished,2009,Belgian Grand Prix,Toyota,Japanese
1318,7804,10,16,11,0.0,50.0,01:25.8,243.201,1,Glock,Finished,2009,Italian Grand Prix,Toyota,Japanese
1319,16073,15,6,7,2.0,49.0,01:40.7,198.508,1,Trulli,Finished,2009,Abu Dhabi Grand Prix,Toyota,Japanese
1320,16072,155,12,6,3.0,55.0,01:40.8,198.398,1,Kobayashi,Finished,2009,Abu Dhabi Grand Prix,Toyota,Japanese
1321,817,23,6,9,0.0,45.0,01:25.3,209.25,1,Schumacher,Finished,2006,San Marino Grand Prix,Toyota,Japanese
1322,7700,15,4,7,2.0,17.0,01:21.8,226.237,1,Trulli,Finished,2009,British Grand Prix,Toyota,Japanese
1323,7702,10,8,9,0.0,51.0,01:21.7,226.611,1,Glock,Finished,2009,British Grand Prix,Toyota,Japanese
1324,772,23,22,8,1.0,34.0,01:35.7,208.544,1,Schumacher,Finished,2006,Malaysian Grand Prix,Toyota,Japanese
1325,944,15,22,4,5.0,37.0,01:13.3,205.969,1,Trulli,Finished,2006,United States Grand Prix,Toyota,Japanese
1326,966,23,5,4,5.0,19.0,01:17.8,204.084,1,Schumacher,Finished,2006,French Grand Prix,Toyota,Japanese
1327,991,15,20,7,2.0,48.0,01:16.8,214.386,1,Trulli,Finished,2006,German Grand Prix,Toyota,Japanese
1328,993,23,8,9,0.0,64.0,01:16.8,214.509,1,Schumacher,Finished,2006,German Grand Prix,Toyota,Japanese
1329,1035,23,15,7,2.0,58.0,01:29.1,215.715,1,Schumacher,Finished,2006,Turkish Grand Prix,Toyota,Japanese
1330,1147,15,2,9,0.0,56.0,01:27.1,219.142,1,Trulli,Finished,2005,Australian Grand Prix,Toyota,Japanese
1331,1180,15,3,2,8.0,41.0,01:32.3,211.03,1,Trulli,Finished,2005,Bahrain Grand Prix,Toyota,Japanese
1332,1182,23,6,4,5.0,36.0,01:32.7,210.213,1,Schumacher,Finished,2005,Bahrain Grand Prix,Toyota,Japanese
1333,1221,15,5,3,6.0,63.0,01:16.6,217.417,1,Trulli,Finished,2005,Spanish Grand Prix,Toyota,Japanese
1334,1222,23,4,4,5.0,63.0,01:16.5,217.829,1,Schumacher,Finished,2005,Spanish Grand Prix,Toyota,Japanese
1335,1343,15,4,9,0.0,56.0,01:22.1,225.394,1,Trulli,Finished,2005,British Grand Prix,Toyota,Japanese
1336,1342,23,8,8,1.0,46.0,01:22.0,225.812,1,Schumacher,Finished,2005,British Grand Prix,Toyota,Japanese
1337,1360,23,12,6,3.0,23.0,01:16.1,216.455,1,Schumacher,Finished,2005,German Grand Prix,Toyota,Japanese
1338,1400,15,5,6,3.0,52.0,01:26.2,222.989,1,Trulli,Finished,2005,Turkish Grand Prix,Toyota,Japanese
1339,1419,15,5,5,4.0,19.0,01:22.8,251.775,1,Trulli,Finished,2005,Italian Grand Prix,Toyota,Japanese
1340,1420,23,9,6,3.0,19.0,01:23.1,251.032,1,Schumacher,Finished,2005,Italian Grand Prix,Toyota,Japanese
1341,1441,23,5,7,2.0,43.0,01:51.5,225.329,1,Schumacher,Finished,2005,Belgian Grand Prix,Toyota,Japanese
1342,1482,23,1,8,1.0,9.0,01:32.8,225.283,1,Schumacher,Finished,2005,Japanese Grand Prix,Toyota,Japanese
1343,1497,23,9,3,6.0,44.0,01:34.0,208.684,1,Schumacher,Finished,2005,Chinese Grand Prix,Toyota,Japanese
1344,1782,44,9,8,1.0,29.0,01:47.8,233.04,1,Panis,Finished,2004,Belgian Grand Prix,Toyota,Japanese
1345,1679,44,8,5,4.0,46.0,01:10.9,212.752,1,Panis,Finished,2004,United States Grand Prix,Toyota,Japanese
1346,1805,41,11,11,0.0,52.0,01:23.4,250.027,1,Zonta,Finished,2004,Italian Grand Prix,Toyota,Japanese
1347,29,17,6,7,2.0,53.0,01:36.7,206.366,1,Webber,Finished,2008,Malaysian Grand Prix,Red Bull,Austrian
1348,31,14,12,9,0.0,55.0,01:36.2,207.417,1,Coulthard,Finished,2008,Malaysian Grand Prix,Red Bull,Austrian
1349,71,17,7,5,4.0,19.0,01:22.6,202.969,1,Webber,Finished,2008,Spanish Grand Prix,Red Bull,Austrian
1350,95,17,6,7,2.0,14.0,01:27.6,219.294,1,Webber,Finished,2008,Turkish Grand Prix,Red Bull,Austrian
1351,97,14,10,9,0.0,41.0,01:28.0,218.457,1,Coulthard,Finished,2008,Turkish Grand Prix,Red Bull,Austrian
1352,112,17,9,4,5.0,74.0,01:19.0,152.133,1,Webber,Finished,2008,Monaco Grand Prix,Red Bull,Austrian
1353,154,17,6,6,3.0,22.0,01:17.5,204.879,1,Webber,Finished,2008,French Grand Prix,Red Bull,Austrian
1354,157,14,7,9,0.0,23.0,01:17.8,204.06,1,Coulthard,Finished,2008,French Grand Prix,Red Bull,Austrian
1355,201,14,10,13,0.0,18.0,01:17.0,213.866,1,Coulthard,Finished,2008,German Grand Prix,Red Bull,Austrian
1356,217,17,8,9,0.0,67.0,01:22.1,192.043,1,Webber,Finished,2008,Hungarian Grand Prix,Red Bull,Austrian
1357,219,14,13,11,0.0,67.0,01:22.7,190.634,1,Coulthard,Finished,2008,Hungarian Grand Prix,Red Bull,Austrian
1358,256,17,7,8,1.0,34.0,01:49.5,230.236,1,Webber,Finished,2008,Belgian Grand Prix,Red Bull,Austrian
1359,276,17,3,8,1.0,52.0,01:29.7,232.544,1,Webber,Finished,2008,Italian Grand Prix,Red Bull,Austrian
1360,295,14,14,7,2.0,41.0,01:47.6,169.587,1,Coulthard,Finished,2008,Singapore Grand Prix,Red Bull,Austrian
1361,316,17,13,8,1.0,30.0,01:19.8,205.798,1,Webber,Finished,2008,Japanese Grand Prix,Red Bull,Austrian
1362,342,17,16,14,0.0,10.0,01:37.7,200.896,1,Webber,Finished,2008,Chinese Grand Prix,Red Bull,Austrian
1363,338,14,15,10,0.0,27.0,01:37.8,200.746,1,Coulthard,Finished,2008,Chinese Grand Prix,Red Bull,Austrian
1364,357,17,12,9,0.0,40.0,01:15.0,206.741,1,Webber,Finished,2008,Brazilian Grand Prix,Red Bull,Austrian
1365,400,17,10,10,0.0,55.0,01:38.5,202.504,1,Webber,Finished,2007,Malaysian Grand Prix,Red Bull,Austrian
1366,439,14,9,5,4.0,18.0,01:23.5,200.636,1,Coulthard,Finished,2007,Spanish Grand Prix,Red Bull,Austrian
1367,487,17,6,9,0.0,47.0,01:17.6,202.267,1,Webber,Finished,2007,Canadian Grand Prix,Red Bull,Austrian
1368,507,17,9,7,2.0,57.0,01:14.0,203.924,1,Webber,Finished,2007,United States Grand Prix,Red Bull,Austrian
1369,597,17,9,9,0.0,63.0,01:20.9,194.915,1,Webber,Finished,2007,Hungarian Grand Prix,Red Bull,Austrian
1370,620,14,13,10,0.0,54.0,01:29.1,215.754,1,Coulthard,Finished,2007,Turkish Grand Prix,Red Bull,Austrian
1371,641,17,11,9,0.0,46.0,01:24.8,245.859,1,Webber,Finished,2007,Italian Grand Prix,Red Bull,Austrian
1372,661,17,7,7,2.0,12.0,01:50.0,229.119,1,Webber,Finished,2007,Belgian Grand Prix,Red Bull,Austrian
1373,680,14,12,4,5.0,56.0,01:30.1,182.345,1,Coulthard,Finished,2007,Japanese Grand Prix,Red Bull,Austrian
1374,7579,17,5,6,1.5,14.0,01:37.7,204.304,1,Webber,Finished,2009,Malaysian Grand Prix,Red Bull,Austrian
1375,7595,17,3,2,8.0,42.0,01:53.0,173.69,1,Webber,Finished,2009,Chinese Grand Prix,Red Bull,Austrian
1376,7594,20,1,1,10.0,42.0,01:52.6,174.235,1,Vettel,Finished,2009,Chinese Grand Prix,Red Bull,Austrian
1377,7624,17,18,11,0.0,50.0,01:35.2,204.73,1,Webber,Finished,2009,Bahrain Grand Prix,Red Bull,Austrian
1378,7615,20,3,2,8.0,16.0,01:34.8,205.614,1,Vettel,Finished,2009,Bahrain Grand Prix,Red Bull,Austrian
1379,7675,17,4,2,8.0,42.0,01:27.8,218.847,1,Webber,Finished,2009,Turkish Grand Prix,Red Bull,Austrian
1380,7676,20,1,3,6.0,51.0,01:27.6,219.314,1,Vettel,Finished,2009,Turkish Grand Prix,Red Bull,Austrian
1381,7736,17,3,3,6.0,65.0,01:21.9,192.498,1,Webber,Finished,2009,Hungarian Grand Prix,Red Bull,Austrian
1382,7762,17,9,9,0.0,50.0,01:39.5,196.009,1,Webber,Finished,2009,European Grand Prix,Red Bull,Austrian
1383,7817,20,2,4,5.0,10.0,01:48.4,168.479,1,Vettel,Finished,2009,Singapore Grand Prix,Red Bull,Austrian
1384,7834,20,1,1,10.0,43.0,01:32.6,225.826,1,Vettel,Finished,2009,Japanese Grand Prix,Red Bull,Austrian
1385,7854,17,2,1,10.0,25.0,01:13.7,210.386,1,Webber,Finished,2009,Brazilian Grand Prix,Red Bull,Austrian
1386,7857,20,15,4,5.0,59.0,01:13.9,209.939,1,Vettel,Finished,2009,Brazilian Grand Prix,Red Bull,Austrian
1387,20330,17,6,8,4.0,45.0,01:59.5,189.781,1,Webber,Finished,2010,Bahrain Grand Prix,Red Bull,Austrian
1388,20326,20,1,4,12.0,32.0,02:00.2,188.627,1,Vettel,Finished,2010,Bahrain Grand Prix,Red Bull,Austrian
1389,20355,17,2,9,2.0,47.0,01:28.4,216.061,1,Webber,Finished,2010,Australian Grand Prix,Red Bull,Austrian
1390,20372,17,1,2,18.0,53.0,01:37.1,205.605,1,Webber,Finished,2010,Malaysian Grand Prix,Red Bull,Austrian
1391,20371,20,3,1,25.0,53.0,01:37.8,204.009,1,Vettel,Finished,2010,Malaysian Grand Prix,Red Bull,Austrian
1392,20402,17,2,8,4.0,14.0,01:42.6,191.246,1,Webber,Finished,2010,Chinese Grand Prix,Red Bull,Austrian
1393,20400,20,1,6,8.0,14.0,01:42.4,191.715,1,Vettel,Finished,2010,Chinese Grand Prix,Red Bull,Austrian
1394,20443,17,1,1,25.0,63.0,01:15.3,159.643,1,Webber,Finished,2010,Monaco Grand Prix,Red Bull,Austrian
1395,20444,20,3,2,18.0,71.0,01:15.2,159.91,1,Vettel,Finished,2010,Monaco Grand Prix,Red Bull,Austrian
1396,20469,17,1,3,15.0,54.0,01:29.2,215.447,1,Webber,Finished,2010,Turkish Grand Prix,Red Bull,Austrian
1397,20495,17,7,5,10.0,62.0,01:18.1,200.895,1,Webber,Finished,2010,Canadian Grand Prix,Red Bull,Austrian
1398,20494,20,2,4,12.0,62.0,01:18.4,200.206,1,Vettel,Finished,2010,Canadian Grand Prix,Red Bull,Austrian
1399,20515,20,1,1,25.0,52.0,01:39.1,196.774,1,Vettel,Finished,2010,European Grand Prix,Red Bull,Austrian
1400,20539,17,2,1,25.0,45.0,01:32.4,229.608,1,Webber,Finished,2010,British Grand Prix,Red Bull,Austrian
1401,20545,20,1,7,6.0,52.0,01:32.0,230.6,1,Vettel,Finished,2010,British Grand Prix,Red Bull,Austrian
1402,20568,17,4,6,8.0,57.0,01:16.7,214.747,1,Webber,Finished,2010,German Grand Prix,Red Bull,Austrian
